<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 0. Notre Dame was a part of the 0 conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Nebraska. Notre Dame was ranked 23. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Michigan State. Notre Dame was ranked 16. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 25. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 20. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 19. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 11. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 11. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 11. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 11. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 11. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 11. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 11. Notre Dame was a part of the FBS Independents conference.</s>
<s> The game was played in 2000. The head coach was Bob Davie. The winner of the game was Notre Dame. Notre Dame was ranked 11. Notre Dame was a part of the FBS Independents conference.</s>
