<s> 2000 , Bob Davie , Notre Dame , 0 , 0 , 14 </s>
<s> 2000 , Bob Davie , Notre Dame , 19 , FBS Independents , 3 </s>
<s> 2000 , Bob Davie , Notre Dame , 19 , FBS Independents , 3 </s>
<s> 2000 , Bob Davie , Notre Dame , 19 , FBS Independents , 3 </s>
<s> 2000 , Bob Davie , Notre Dame , 19 , FBS Independents , 3 </s>
<s> 2000 , Bob Davie , Notre Dame , 19 , FBS Independents , 3 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 12 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 28 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2000 , Bob Davie , Notre Dame , 11 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Nebraska , 17 , FBS Independents , 17 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Michigan State , 0 , 0 , 7 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Texas A&M , 0 , 0 , 21 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
<s> 2001 , Bob Davie , Notre Dame , 0 , 0 , 17 </s>
